protein_id,graph_path,voxel_path,uniprot_accession,GO:0005634,GO:0005829,GO:0005886,GO:0005737,GO:0005654,GO:0016020,GO:0046872,GO:0005615,GO:0070062,GO:0005576,GO:0005739,GO:0042802,GO:0006357,GO:0003723,GO:0005524,GO:0000981,GO:0005783,GO:0005794,GO:0000785,GO:0005789,GO:0000978,GO:0045944,GO:0003677,GO:0007165,GO:0000122,GO:0005730,GO:0043231,GO:0005509,GO:0042803,GO:0000139,GO:0008270,GO:0098978,GO:0009986,GO:0030154,GO:0032991,GO:0045087,GO:0005813,GO:1990837,GO:0005759,GO:0045893,GO:0048471,GO:0006355,GO:0009897,GO:0005102,GO:0006508,GO:0003682,GO:0045892,GO:0016567,GO:0001228,GO:0003700,GO:0007155,GO:0005743,GO:0044877,GO:0000977,GO:0006955,GO:0008285,GO:0043066,GO:0005925,GO:0004930,GO:0051301,GO:0005856,GO:0006974,GO:0019901,GO:0006954,GO:0008284,GO:0016324,GO:0005525,GO:0030425,GO:0035556,GO:0016607,GO:0006915,GO:0016604,GO:0045202,GO:0007186,GO:0016887,GO:0007399,GO:0043005,GO:0043565,GO:0005765,GO:0031267,GO:0046982,GO:0010628,GO:0007283,GO:0061630,GO:0006281,GO:0045296,GO:0019899,GO:0043025,GO:0007420,GO:0005096,GO:0005764,GO:0003924,GO:0001227,GO:0060271,GO:0005929,GO:0030424,GO:1990904,GO:0010629,GO:0043065,GO:0016323
AF-Q92643-F1-model_v4,ten_percent_graphs/graph_AF-Q92643-F1-model_v4.pt,ten_percent_voxels/voxel_AF-Q92643-F1-model_v4.pt,Q92643,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF-Q6ZTZ1-F1-model_v4,ten_percent_graphs/graph_AF-Q6ZTZ1-F1-model_v4.pt,ten_percent_voxels/voxel_AF-Q6ZTZ1-F1-model_v4.pt,Q6ZTZ1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF-Q5T7V8-F1-model_v4,ten_percent_graphs/graph_AF-Q5T7V8-F1-model_v4.pt,ten_percent_voxels/voxel_AF-Q5T7V8-F1-model_v4.pt,Q5T7V8,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF-Q05519-F1-model_v4,ten_percent_graphs/graph_AF-Q05519-F1-model_v4.pt,ten_percent_voxels/voxel_AF-Q05519-F1-model_v4.pt,Q05519,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF-A6NHC0-F1-model_v4,ten_percent_graphs/graph_AF-A6NHC0-F1-model_v4.pt,ten_percent_voxels/voxel_AF-A6NHC0-F1-model_v4.pt,A6NHC0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF-B0YJ81-F1-model_v4,ten_percent_graphs/graph_AF-B0YJ81-F1-model_v4.pt,ten_percent_voxels/voxel_AF-B0YJ81-F1-model_v4.pt,B0YJ81,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AF-P62987-F1-model_v4,ten_percent_graphs/graph_AF-P62987-F1-model_v4.pt,ten_percent_voxels/voxel_AF-P62987-F1-model_v4.pt,P62987,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF-Q8NDB2-F1-model_v4,ten_percent_graphs/graph_AF-Q8NDB2-F1-model_v4.pt,ten_percent_voxels/voxel_AF-Q8NDB2-F1-model_v4.pt,Q8NDB2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF-Q96R08-F1-model_v4,ten_percent_graphs/graph_AF-Q96R08-F1-model_v4.pt,ten_percent_voxels/voxel_AF-Q96R08-F1-model_v4.pt,Q96R08,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF-Q15560-F1-model_v4,ten_percent_graphs/graph_AF-Q15560-F1-model_v4.pt,ten_percent_voxels/voxel_AF-Q15560-F1-model_v4.pt,Q15560,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF-Q9BWM7-F1-model_v4,ten_percent_graphs/graph_AF-Q9BWM7-F1-model_v4.pt,ten_percent_voxels/voxel_AF-Q9BWM7-F1-model_v4.pt,Q9BWM7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF-Q86W56-F1-model_v4,ten_percent_graphs/graph_AF-Q86W56-F1-model_v4.pt,ten_percent_voxels/voxel_AF-Q86W56-F1-model_v4.pt,Q86W56,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF-Q9NT62-F1-model_v4,ten_percent_graphs/graph_AF-Q9NT62-F1-model_v4.pt,ten_percent_voxels/voxel_AF-Q9NT62-F1-model_v4.pt,Q9NT62,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AF-A6NDS4-F1-model_v4,ten_percent_graphs/graph_AF-A6NDS4-F1-model_v4.pt,ten_percent_voxels/voxel_AF-A6NDS4-F1-model_v4.pt,A6NDS4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AF-Q96NS5-F1-model_v4,ten_percent_graphs/graph_AF-Q96NS5-F1-model_v4.pt,ten_percent_voxels/voxel_AF-Q96NS5-F1-model_v4.pt,Q96NS5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF-Q96M60-F1-model_v4,ten_percent_graphs/graph_AF-Q96M60-F1-model_v4.pt,ten_percent_voxels/voxel_AF-Q96M60-F1-model_v4.pt,Q96M60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF-O14793-F1-model_v4,ten_percent_graphs/graph_AF-O14793-F1-model_v4.pt,ten_percent_voxels/voxel_AF-O14793-F1-model_v4.pt,O14793,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF-Q02539-F1-model_v4,ten_percent_graphs/graph_AF-Q02539-F1-model_v4.pt,ten_percent_voxels/voxel_AF-Q02539-F1-model_v4.pt,Q02539,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF-Q9UI14-F1-model_v4,ten_percent_graphs/graph_AF-Q9UI14-F1-model_v4.pt,ten_percent_voxels/voxel_AF-Q9UI14-F1-model_v4.pt,Q9UI14,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF-Q9UJT1-F1-model_v4,ten_percent_graphs/graph_AF-Q9UJT1-F1-model_v4.pt,ten_percent_voxels/voxel_AF-Q9UJT1-F1-model_v4.pt,Q9UJT1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
AF-P52736-F1-model_v4,ten_percent_graphs/graph_AF-P52736-F1-model_v4.pt,ten_percent_voxels/voxel_AF-P52736-F1-model_v4.pt,P52736,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF-Q96M89-F1-model_v4,ten_percent_graphs/graph_AF-Q96M89-F1-model_v4.pt,ten_percent_voxels/voxel_AF-Q96M89-F1-model_v4.pt,Q96M89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF-Q5VUG0-F1-model_v4,ten_percent_graphs/graph_AF-Q5VUG0-F1-model_v4.pt,ten_percent_voxels/voxel_AF-Q5VUG0-F1-model_v4.pt,Q5VUG0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AF-P09172-F1-model_v4,ten_percent_graphs/graph_AF-P09172-F1-model_v4.pt,ten_percent_voxels/voxel_AF-P09172-F1-model_v4.pt,P09172,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF-Q96DY2-F1-model_v4,ten_percent_graphs/graph_AF-Q96DY2-F1-model_v4.pt,ten_percent_voxels/voxel_AF-Q96DY2-F1-model_v4.pt,Q96DY2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF-O14813-F1-model_v4,ten_percent_graphs/graph_AF-O14813-F1-model_v4.pt,ten_percent_voxels/voxel_AF-O14813-F1-model_v4.pt,O14813,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF-P40238-F1-model_v4,ten_percent_graphs/graph_AF-P40238-F1-model_v4.pt,ten_percent_voxels/voxel_AF-P40238-F1-model_v4.pt,P40238,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AF-O95167-F1-model_v4,ten_percent_graphs/graph_AF-O95167-F1-model_v4.pt,ten_percent_voxels/voxel_AF-O95167-F1-model_v4.pt,O95167,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF-Q9HC58-F1-model_v4,ten_percent_graphs/graph_AF-Q9HC58-F1-model_v4.pt,ten_percent_voxels/voxel_AF-Q9HC58-F1-model_v4.pt,Q9HC58,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AF-O75177-F1-model_v4,ten_percent_graphs/graph_AF-O75177-F1-model_v4.pt,ten_percent_voxels/voxel_AF-O75177-F1-model_v4.pt,O75177,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF-A0N071-F1-model_v4,ten_percent_graphs/graph_AF-A0N071-F1-model_v4.pt,ten_percent_voxels/voxel_AF-A0N071-F1-model_v4.pt,A0N071,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF-Q8NEZ3-F1-model_v4,ten_percent_graphs/graph_AF-Q8NEZ3-F1-model_v4.pt,ten_percent_voxels/voxel_AF-Q8NEZ3-F1-model_v4.pt,Q8NEZ3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
AF-Q04725-F1-model_v4,ten_percent_graphs/graph_AF-Q04725-F1-model_v4.pt,ten_percent_voxels/voxel_AF-Q04725-F1-model_v4.pt,Q04725,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF-P23142-F1-model_v4,ten_percent_graphs/graph_AF-P23142-F1-model_v4.pt,ten_percent_voxels/voxel_AF-P23142-F1-model_v4.pt,P23142,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF-Q6P1S2-F1-model_v4,ten_percent_graphs/graph_AF-Q6P1S2-F1-model_v4.pt,ten_percent_voxels/voxel_AF-Q6P1S2-F1-model_v4.pt,Q6P1S2,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF-Q0D2K3-F1-model_v4,ten_percent_graphs/graph_AF-Q0D2K3-F1-model_v4.pt,ten_percent_voxels/voxel_AF-Q0D2K3-F1-model_v4.pt,Q0D2K3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF-Q8IY57-F1-model_v4,ten_percent_graphs/graph_AF-Q8IY57-F1-model_v4.pt,ten_percent_voxels/voxel_AF-Q8IY57-F1-model_v4.pt,Q8IY57,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF-Q96IQ7-F1-model_v4,ten_percent_graphs/graph_AF-Q96IQ7-F1-model_v4.pt,ten_percent_voxels/voxel_AF-Q96IQ7-F1-model_v4.pt,Q96IQ7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF-Q9Y5X4-F1-model_v4,ten_percent_graphs/graph_AF-Q9Y5X4-F1-model_v4.pt,ten_percent_voxels/voxel_AF-Q9Y5X4-F1-model_v4.pt,Q9Y5X4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF-Q6ZUB0-F1-model_v4,ten_percent_graphs/graph_AF-Q6ZUB0-F1-model_v4.pt,ten_percent_voxels/voxel_AF-Q6ZUB0-F1-model_v4.pt,Q6ZUB0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF-Q96J42-F1-model_v4,ten_percent_graphs/graph_AF-Q96J42-F1-model_v4.pt,ten_percent_voxels/voxel_AF-Q96J42-F1-model_v4.pt,Q96J42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
AF-Q52LJ0-F1-model_v4,ten_percent_graphs/graph_AF-Q52LJ0-F1-model_v4.pt,ten_percent_voxels/voxel_AF-Q52LJ0-F1-model_v4.pt,Q52LJ0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF-Q9UN36-F1-model_v4,ten_percent_graphs/graph_AF-Q9UN36-F1-model_v4.pt,ten_percent_voxels/voxel_AF-Q9UN36-F1-model_v4.pt,Q9UN36,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF-Q96PC5-F1-model_v4,ten_percent_graphs/graph_AF-Q96PC5-F1-model_v4.pt,ten_percent_voxels/voxel_AF-Q96PC5-F1-model_v4.pt,Q96PC5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF-Q96CU9-F1-model_v4,ten_percent_graphs/graph_AF-Q96CU9-F1-model_v4.pt,ten_percent_voxels/voxel_AF-Q96CU9-F1-model_v4.pt,Q96CU9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
